date,week day,Month,TMAX,TMIN,holiday
10/10/2013,Thursday,October,65,54,No Holiday
10/11/2013,Friday,October,68,60,No Holiday
10/12/2013,Saturday,October,72,60,No Holiday
10/13/2013,Sunday,October,65,56,No Holiday
10/14/2013,Monday,October,66,52,holiday
10/15/2013,Tuesday,October,72,53,No Holiday
10/16/2013,Wednesday,October,67,56,No Holiday
10/17/2013,Thursday,October,73,61,No Holiday
10/18/2013,Friday,October,68,55,No Holiday
10/19/2013,Saturday,October,64,52,No Holiday
10/20/2013,Sunday,October,63,50,No Holiday
10/21/2013,Monday,October,66,50,No Holiday
10/22/2013,Tuesday,October,67,51,No Holiday
10/23/2013,Wednesday,October,55,45,No Holiday
10/24/2013,Thursday,October,54,41,No Holiday
10/25/2013,Friday,October,53,40,No Holiday
10/26/2013,Saturday,October,55,41,No Holiday
10/27/2013,Sunday,October,58,46,No Holiday
10/28/2013,Monday,October,61,43,No Holiday
10/29/2013,Tuesday,October,56,44,No Holiday
10/30/2013,Wednesday,October,60,47,No Holiday
10/31/2013,Thursday,October,66,53,No Holiday
11/1/2013,Friday,November,70,59,No Holiday
11/2/2013,Saturday,November,68,55,No Holiday
11/3/2013,Sunday,November,55,37,No Holiday
11/4/2013,Monday,November,46,35,No Holiday
11/5/2013,Tuesday,November,55,41,No Holiday
11/6/2013,Wednesday,November,61,49,No Holiday
11/7/2013,Thursday,November,64,44,No Holiday
11/8/2013,Friday,November,50,40,No Holiday
11/9/2013,Saturday,November,50,38,No Holiday
11/10/2013,Sunday,November,61,44,No Holiday
11/11/2013,Monday,November,53,43,holiday
11/12/2013,Tuesday,November,52,31,No Holiday
11/13/2013,Wednesday,November,39,29,No Holiday
11/14/2013,Thursday,November,52,33,No Holiday
11/15/2013,Friday,November,57,44,No Holiday
11/16/2013,Saturday,November,60,45,No Holiday
11/17/2013,Sunday,November,60,51,No Holiday
11/18/2013,Monday,November,65,51,No Holiday
11/19/2013,Tuesday,November,51,36,No Holiday
11/20/2013,Wednesday,November,44,32,No Holiday
11/21/2013,Thursday,November,52,35,No Holiday
11/22/2013,Friday,November,57,51,No Holiday
11/23/2013,Saturday,November,54,31,No Holiday
11/24/2013,Sunday,November,30,23,No Holiday
11/25/2013,Monday,November,35,23,No Holiday
11/26/2013,Tuesday,November,47,33,No Holiday
11/27/2013,Wednesday,November,62,35,No Holiday
11/28/2013,Thursday,November,35,30,holiday
11/29/2013,Friday,November,39,29,No Holiday
11/30/2013,Saturday,November,39,25,No Holiday
12/1/2013,Sunday,December,49,36,No Holiday
12/2/2013,Monday,December,49,41,No Holiday
12/3/2013,Tuesday,December,53,38,No Holiday
12/4/2013,Wednesday,December,52,41,No Holiday
12/5/2013,Thursday,December,60,48,No Holiday
12/6/2013,Friday,December,62,37,No Holiday
12/7/2013,Saturday,December,41,32,No Holiday
12/8/2013,Sunday,December,33,29,No Holiday
12/9/2013,Monday,December,39,31,No Holiday
12/10/2013,Tuesday,December,37,30,No Holiday
12/11/2013,Wednesday,December,33,27,No Holiday
12/12/2013,Thursday,December,30,23,No Holiday
12/13/2013,Friday,December,35,23,No Holiday
12/14/2013,Saturday,December,34,22,No Holiday
12/15/2013,Sunday,December,40,30,No Holiday
12/16/2013,Monday,December,33,25,No Holiday
12/17/2013,Tuesday,December,32,24,No Holiday
12/18/2013,Wednesday,December,37,23,No Holiday
12/19/2013,Thursday,December,47,30,No Holiday
12/20/2013,Friday,December,53,41,No Holiday
12/21/2013,Saturday,December,65,51,No Holiday
12/22/2013,Sunday,December,71,61,No Holiday
12/23/2013,Monday,December,64,42,No Holiday
12/24/2013,Tuesday,December,42,26,No Holiday
12/25/2013,Wednesday,December,31,19,holiday
12/26/2013,Thursday,December,36,30,No Holiday
12/27/2013,Friday,December,40,31,No Holiday
12/28/2013,Saturday,December,55,36,No Holiday
12/29/2013,Sunday,December,48,41,No Holiday
12/30/2013,Monday,December,45,23,No Holiday
12/31/2013,Tuesday,December,32,21,No Holiday
1/1/2014,Wednesday,January ,33,24,holiday
1/2/2014,Thursday,January ,33,18,No Holiday
1/3/2014,Friday,January ,18,9,No Holiday
1/4/2014,Saturday,January ,29,8,No Holiday
1/5/2014,Sunday,January ,40,27,No Holiday
1/6/2014,Monday,January ,55,19,No Holiday
1/7/2014,Tuesday,January ,19,4,No Holiday
1/8/2014,Wednesday,January ,22,9,No Holiday
1/9/2014,Thursday,January ,32,22,No Holiday
1/10/2014,Friday,January ,37,30,No Holiday
1/11/2014,Saturday,January ,58,37,No Holiday
1/12/2014,Sunday,January ,54,38,No Holiday
1/13/2014,Monday,January ,51,37,No Holiday
1/14/2014,Tuesday,January ,52,44,No Holiday
1/15/2014,Wednesday,January ,47,39,No Holiday
1/16/2014,Thursday,January ,42,36,No Holiday
1/17/2014,Friday,January ,44,33,No Holiday
1/18/2014,Saturday,January ,41,29,No Holiday
1/19/2014,Sunday,January ,38,24,No Holiday
1/20/2014,Monday,January ,46,31,holiday
1/21/2014,Tuesday,January ,31,11,No Holiday
1/22/2014,Wednesday,January ,17,5,No Holiday
1/23/2014,Thursday,January ,20,7,No Holiday
1/24/2014,Friday,January ,20,10,No Holiday
1/25/2014,Saturday,January ,28,19,No Holiday
1/26/2014,Sunday,January ,34,17,No Holiday
1/27/2014,Monday,January ,44,21,No Holiday
1/28/2014,Tuesday,January ,21,12,No Holiday
1/29/2014,Wednesday,January ,23,14,No Holiday
1/30/2014,Thursday,January ,30,16,No Holiday
1/31/2014,Friday,January ,39,25,No Holiday
2/1/2014,Saturday,February,45,36,No Holiday
2/2/2014,Sunday,February,56,39,No Holiday
2/3/2014,Monday,February,43,27,No Holiday
2/4/2014,Tuesday,February,35,22,No Holiday
2/5/2014,Wednesday,February,34,29,No Holiday
2/6/2014,Thursday,February,32,21,No Holiday
2/7/2014,Friday,February,32,24,No Holiday
2/8/2014,Saturday,February,29,21,No Holiday
2/9/2014,Sunday,February,31,21,No Holiday
2/10/2014,Monday,February,29,21,No Holiday
2/11/2014,Tuesday,February,26,16,No Holiday
2/12/2014,Wednesday,February,25,13,No Holiday
2/13/2014,Thursday,February,36,24,No Holiday
2/14/2014,Friday,February,40,31,No Holiday
2/15/2014,Saturday,February,37,27,No Holiday
2/16/2014,Sunday,February,30,21,No Holiday
2/17/2014,Monday,February,32,18,holiday
2/18/2014,Tuesday,February,39,26,No Holiday
2/19/2014,Wednesday,February,45,34,No Holiday
2/20/2014,Thursday,February,51,37,No Holiday
2/21/2014,Friday,February,49,36,No Holiday
2/22/2014,Saturday,February,54,40,No Holiday
2/23/2014,Sunday,February,54,43,No Holiday
2/24/2014,Monday,February,44,27,No Holiday
2/25/2014,Tuesday,February,33,24,No Holiday
2/26/2014,Wednesday,February,31,20,No Holiday
2/27/2014,Thursday,February,34,14,No Holiday
2/28/2014,Friday,February,24,9,No Holiday
3/1/2014,Saturday,March,37,20,No Holiday
3/2/2014,Sunday,March,40,32,No Holiday
3/3/2014,Monday,March,32,17,No Holiday
3/4/2014,Tuesday,March,29,13,No Holiday
3/5/2014,Wednesday,March,39,26,No Holiday
3/6/2014,Thursday,March,31,16,No Holiday
3/7/2014,Friday,March,37,26,No Holiday
3/8/2014,Saturday,March,57,35,No Holiday
3/9/2014,Sunday,March,44,36,No Holiday
3/10/2014,Monday,March,51,36,No Holiday
3/11/2014,Tuesday,March,66,45,No Holiday
3/12/2014,Wednesday,March,56,32,No Holiday
3/13/2014,Thursday,March,32,18,No Holiday
3/14/2014,Friday,March,46,22,No Holiday
3/15/2014,Saturday,March,58,42,No Holiday
3/16/2014,Sunday,March,42,30,No Holiday
3/17/2014,Monday,March,35,23,No Holiday
3/18/2014,Tuesday,March,43,28,No Holiday
3/19/2014,Wednesday,March,46,32,No Holiday
3/20/2014,Thursday,March,54,40,No Holiday
3/21/2014,Friday,March,51,39,No Holiday
3/22/2014,Saturday,March,63,41,No Holiday
3/23/2014,Sunday,March,42,27,No Holiday
3/24/2014,Monday,March,35,21,No Holiday
3/25/2014,Tuesday,March,39,26,No Holiday
3/26/2014,Wednesday,March,36,24,No Holiday
3/27/2014,Thursday,March,44,22,No Holiday
3/28/2014,Friday,March,62,37,No Holiday
3/29/2014,Saturday,March,59,43,No Holiday
3/30/2014,Sunday,March,49,39,No Holiday
3/31/2014,Monday,March,56,36,No Holiday
4/1/2014,Tuesday,April,60,39,No Holiday
4/2/2014,Wednesday,April,54,42,No Holiday
4/3/2014,Thursday,April,67,46,No Holiday
4/4/2014,Friday,April,47,40,No Holiday
4/5/2014,Saturday,April,54,40,No Holiday
4/6/2014,Sunday,April,61,36,No Holiday
4/7/2014,Monday,April,53,43,No Holiday
4/8/2014,Tuesday,April,64,46,No Holiday
4/9/2014,Wednesday,April,61,45,No Holiday
4/10/2014,Thursday,April,58,42,No Holiday
4/11/2014,Friday,April,75,56,No Holiday
4/12/2014,Saturday,April,73,50,No Holiday
4/13/2014,Sunday,April,77,54,No Holiday
4/14/2014,Monday,April,75,59,No Holiday
4/15/2014,Tuesday,April,63,33,No Holiday
4/16/2014,Wednesday,April,49,31,No Holiday
4/17/2014,Thursday,April,48,36,No Holiday
4/18/2014,Friday,April,49,35,No Holiday
4/19/2014,Saturday,April,68,41,No Holiday
4/20/2014,Sunday,April,60,45,No Holiday
4/21/2014,Monday,April,67,41,No Holiday
4/22/2014,Tuesday,April,71,51,No Holiday
4/23/2014,Wednesday,April,61,44,No Holiday
4/24/2014,Thursday,April,62,42,No Holiday
4/25/2014,Friday,April,63,44,No Holiday
4/26/2014,Saturday,April,67,46,No Holiday
4/27/2014,Sunday,April,59,47,No Holiday
4/28/2014,Monday,April,67,45,No Holiday
4/29/2014,Tuesday,April,52,43,No Holiday
4/30/2014,Wednesday,April,52,41,No Holiday
5/1/2014,Thursday,May,78,51,No Holiday
5/2/2014,Friday,May,70,56,No Holiday
5/3/2014,Saturday,May,71,54,No Holiday
5/4/2014,Sunday,May,65,54,No Holiday
5/5/2014,Monday,May,70,50,No Holiday
5/6/2014,Tuesday,May,71,52,No Holiday
5/7/2014,Wednesday,May,69,50,No Holiday
5/8/2014,Thursday,May,59,53,No Holiday
5/9/2014,Friday,May,63,55,No Holiday
5/10/2014,Saturday,May,83,57,No Holiday
5/11/2014,Sunday,May,82,60,No Holiday
5/12/2014,Monday,May,85,64,No Holiday
5/13/2014,Tuesday,May,73,53,No Holiday
5/14/2014,Wednesday,May,71,52,No Holiday
5/15/2014,Thursday,May,71,58,No Holiday
5/16/2014,Friday,May,68,58,No Holiday
5/17/2014,Saturday,May,70,53,No Holiday
5/18/2014,Sunday,May,67,51,No Holiday
5/19/2014,Monday,May,72,49,No Holiday
5/20/2014,Tuesday,May,78,53,No Holiday
5/21/2014,Wednesday,May,74,63,No Holiday
5/22/2014,Thursday,May,67,59,No Holiday
5/23/2014,Friday,May,71,56,No Holiday
5/24/2014,Saturday,May,70,57,No Holiday
5/25/2014,Sunday,May,80,55,No Holiday
5/26/2014,Monday,May,86,66,holiday
5/27/2014,Tuesday,May,86,64,No Holiday
5/28/2014,Wednesday,May,64,54,No Holiday
5/29/2014,Thursday,May,66,51,No Holiday
5/30/2014,Friday,May,75,55,No Holiday
5/31/2014,Saturday,May,73,57,No Holiday
6/1/2014,Sunday,June,77,55,No Holiday
6/2/2014,Monday,June,80,59,No Holiday
6/3/2014,Tuesday,June,87,65,No Holiday
6/4/2014,Wednesday,June,82,63,No Holiday
6/5/2014,Thursday,June,76,61,No Holiday
6/6/2014,Friday,June,76,61,No Holiday
6/7/2014,Saturday,June,82,60,No Holiday
6/8/2014,Sunday,June,86,66,No Holiday
6/9/2014,Monday,June,73,63,No Holiday
6/10/2014,Tuesday,June,77,65,No Holiday
6/11/2014,Wednesday,June,70,61,No Holiday
6/12/2014,Thursday,June,73,60,No Holiday
6/13/2014,Friday,June,79,65,No Holiday
6/14/2014,Saturday,June,74,60,No Holiday
6/15/2014,Sunday,June,80,59,No Holiday
6/16/2014,Monday,June,81,63,No Holiday
6/17/2014,Tuesday,June,89,71,No Holiday
6/18/2014,Wednesday,June,89,76,No Holiday
6/19/2014,Thursday,June,77,68,No Holiday
6/20/2014,Friday,June,79,64,No Holiday
6/21/2014,Saturday,June,78,62,No Holiday
6/22/2014,Sunday,June,79,64,No Holiday
6/23/2014,Monday,June,81,65,No Holiday
6/24/2014,Tuesday,June,81,68,No Holiday
6/25/2014,Wednesday,June,85,70,No Holiday
6/26/2014,Thursday,June,85,70,No Holiday
6/27/2014,Friday,June,83,67,No Holiday
6/28/2014,Saturday,June,87,66,No Holiday
6/29/2014,Sunday,June,83,68,No Holiday
6/30/2014,Monday,June,84,69,No Holiday
7/1/2014,Tuesday,July,89,72,No Holiday
7/2/2014,Wednesday,July,91,72,No Holiday
7/3/2014,Thursday,July,87,69,No Holiday
7/4/2014,Friday,July,74,65,holiday
7/5/2014,Saturday,July,81,63,No Holiday
7/6/2014,Sunday,July,84,66,No Holiday
7/7/2014,Monday,July,90,72,No Holiday
7/8/2014,Tuesday,July,91,71,No Holiday
7/9/2014,Wednesday,July,88,71,No Holiday
7/10/2014,Thursday,July,83,72,No Holiday
7/11/2014,Friday,July,86,71,No Holiday
7/12/2014,Saturday,July,85,71,No Holiday
7/13/2014,Sunday,July,83,72,No Holiday
7/14/2014,Monday,July,84,72,No Holiday
7/15/2014,Tuesday,July,86,72,No Holiday
7/16/2014,Wednesday,July,81,68,No Holiday
7/17/2014,Thursday,July,81,67,No Holiday
7/18/2014,Friday,July,81,64,No Holiday
7/19/2014,Saturday,July,76,68,No Holiday
7/20/2014,Sunday,July,80,66,No Holiday
7/21/2014,Monday,July,85,67,No Holiday
7/22/2014,Tuesday,July,86,71,No Holiday
7/23/2014,Wednesday,July,88,72,No Holiday
7/24/2014,Thursday,July,80,70,No Holiday
7/25/2014,Friday,July,82,66,No Holiday
7/26/2014,Saturday,July,81,69,No Holiday
7/27/2014,Sunday,July,85,71,No Holiday
7/28/2014,Monday,July,82,68,No Holiday
7/29/2014,Tuesday,July,76,64,No Holiday
7/30/2014,Wednesday,July,80,63,No Holiday
7/31/2014,Thursday,July,82,68,No Holiday
8/1/2014,Friday,August,84,71,No Holiday
8/2/2014,Saturday,August,74,63,No Holiday
8/3/2014,Sunday,August,76,66,No Holiday
8/4/2014,Monday,August,84,70,No Holiday
8/5/2014,Tuesday,August,90,71,No Holiday
8/6/2014,Wednesday,August,83,70,No Holiday
8/7/2014,Thursday,August,83,66,No Holiday
8/8/2014,Friday,August,83,65,No Holiday
8/9/2014,Saturday,August,87,66,No Holiday
8/10/2014,Sunday,August,88,68,No Holiday
8/11/2014,Monday,August,87,71,No Holiday
8/12/2014,Tuesday,August,79,70,No Holiday
8/13/2014,Wednesday,August,82,68,No Holiday
8/14/2014,Thursday,August,77,63,No Holiday
8/15/2014,Friday,August,73,61,No Holiday
8/16/2014,Saturday,August,78,63,No Holiday
8/17/2014,Sunday,August,82,66,No Holiday
8/18/2014,Monday,August,81,63,No Holiday
8/19/2014,Tuesday,August,83,63,No Holiday
8/20/2014,Wednesday,August,84,70,No Holiday
8/21/2014,Thursday,August,83,65,No Holiday
8/22/2014,Friday,August,79,65,No Holiday
8/23/2014,Saturday,August,77,67,No Holiday
8/24/2014,Sunday,August,80,64,No Holiday
8/25/2014,Monday,August,88,64,No Holiday
8/26/2014,Tuesday,August,89,70,No Holiday
8/27/2014,Wednesday,August,90,70,No Holiday
8/28/2014,Thursday,August,82,66,No Holiday
8/29/2014,Friday,August,80,61,No Holiday
8/30/2014,Saturday,August,80,65,No Holiday
8/31/2014,Sunday,August,90,73,No Holiday
9/1/2014,Monday,September,88,75,holiday
9/2/2014,Tuesday,September,92,77,No Holiday
9/3/2014,Wednesday,September,86,72,No Holiday
9/4/2014,Thursday,September,87,69,No Holiday
9/5/2014,Friday,September,87,72,No Holiday
9/6/2014,Saturday,September,91,67,No Holiday
9/7/2014,Sunday,September,81,65,No Holiday
9/8/2014,Monday,September,75,65,No Holiday
9/9/2014,Tuesday,September,73,63,No Holiday
9/10/2014,Wednesday,September,80,63,No Holiday
9/11/2014,Thursday,September,83,69,No Holiday
9/12/2014,Friday,September,78,62,No Holiday
9/13/2014,Saturday,September,69,58,No Holiday
9/14/2014,Sunday,September,71,53,No Holiday
9/15/2014,Monday,September,71,55,No Holiday
9/16/2014,Tuesday,September,70,58,No Holiday
9/17/2014,Wednesday,September,73,55,No Holiday
9/18/2014,Thursday,September,76,57,No Holiday
9/19/2014,Friday,September,66,54,No Holiday
9/20/2014,Saturday,September,75,57,No Holiday
9/21/2014,Sunday,September,75,67,No Holiday
9/22/2014,Monday,September,71,55,No Holiday
9/23/2014,Tuesday,September,71,52,No Holiday
9/24/2014,Wednesday,September,71,58,No Holiday
9/25/2014,Thursday,September,64,57,No Holiday
9/26/2014,Friday,September,77,58,No Holiday
9/27/2014,Saturday,September,83,60,No Holiday
9/28/2014,Sunday,September,84,64,No Holiday
9/29/2014,Monday,September,79,67,No Holiday
9/30/2014,Tuesday,September,71,62,No Holiday
10/1/2014,Wednesday,October,65,61,No Holiday
10/2/2014,Thursday,October,70,61,No Holiday
10/3/2014,Friday,October,71,56,No Holiday
10/4/2014,Saturday,October,69,52,No Holiday
10/5/2014,Sunday,October,61,46,No Holiday
10/6/2014,Monday,October,69,50,No Holiday
10/7/2014,Tuesday,October,71,63,No Holiday
10/8/2014,Wednesday,October,73,62,No Holiday
10/9/2014,Thursday,October,68,55,No Holiday
10/10/2014,Friday,October,64,52,No Holiday
10/11/2014,Saturday,October,60,50,No Holiday
10/12/2014,Sunday,October,63,48,No Holiday
10/13/2014,Monday,October,65,52,holiday
10/14/2014,Tuesday,October,76,63,No Holiday
10/15/2014,Wednesday,October,77,69,No Holiday
10/16/2014,Thursday,October,71,61,No Holiday
10/17/2014,Friday,October,71,59,No Holiday
10/18/2014,Saturday,October,70,56,No Holiday
10/19/2014,Sunday,October,56,44,No Holiday
10/20/2014,Monday,October,60,42,No Holiday
10/21/2014,Tuesday,October,67,55,No Holiday
10/22/2014,Wednesday,October,58,50,No Holiday
10/23/2014,Thursday,October,53,50,No Holiday
10/24/2014,Friday,October,63,51,No Holiday
10/25/2014,Saturday,October,67,50,No Holiday
10/26/2014,Sunday,October,63,53,No Holiday
10/27/2014,Monday,October,63,48,No Holiday
10/28/2014,Tuesday,October,72,53,No Holiday
10/29/2014,Wednesday,October,72,51,No Holiday
10/30/2014,Thursday,October,59,47,No Holiday
10/31/2014,Friday,October,55,45,No Holiday
11/1/2014,Saturday,November,47,42,No Holiday
11/2/2014,Sunday,November,48,41,No Holiday
11/3/2014,Monday,November,61,39,No Holiday
11/4/2014,Tuesday,November,68,53,No Holiday
11/5/2014,Wednesday,November,64,56,No Holiday
11/6/2014,Thursday,November,57,48,No Holiday
11/7/2014,Friday,November,53,40,No Holiday
11/8/2014,Saturday,November,48,36,No Holiday
11/9/2014,Sunday,November,57,46,No Holiday
11/10/2014,Monday,November,61,44,No Holiday
11/11/2014,Tuesday,November,64,49,holiday
11/12/2014,Wednesday,November,65,47,No Holiday
11/13/2014,Thursday,November,48,36,No Holiday
11/14/2014,Friday,November,42,35,No Holiday
11/15/2014,Saturday,November,42,33,No Holiday
11/16/2014,Sunday,November,45,35,No Holiday
11/17/2014,Monday,November,52,40,No Holiday
11/18/2014,Tuesday,November,45,24,No Holiday
11/19/2014,Wednesday,November,36,22,No Holiday
11/20/2014,Thursday,November,45,31,No Holiday
11/21/2014,Friday,November,37,28,No Holiday
11/22/2014,Saturday,November,44,28,No Holiday
11/23/2014,Sunday,November,57,43,No Holiday
11/24/2014,Monday,November,69,53,No Holiday
11/25/2014,Tuesday,November,68,51,No Holiday
11/26/2014,Wednesday,November,51,34,No Holiday
11/27/2014,Thursday,November,38,34,holiday
11/28/2014,Friday,November,37,29,No Holiday
11/29/2014,Saturday,November,45,27,No Holiday
11/30/2014,Sunday,November,55,45,No Holiday
