date,week day,Month,TMAX,TMIN,holiday
12/22/2008,Monday,December,27,13,No Holiday
12/23/2008,Tuesday,December,31,18,No Holiday
12/24/2008,Wednesday,December,58,31,No Holiday
12/25/2008,Thursday,December,57,33,holiday
12/26/2008,Friday,December,41,32,No Holiday
12/27/2008,Saturday,December,48,41,No Holiday
12/28/2008,Sunday,December,65,47,No Holiday
12/29/2008,Monday,December,47,37,No Holiday
12/30/2008,Tuesday,December,43,33,No Holiday
12/31/2008,Wednesday,December,35,18,No Holiday
1/1/2009,Thursday,January ,26,15,holiday
1/2/2009,Friday,January ,34,23,No Holiday
1/3/2009,Saturday,January ,38,29,No Holiday
1/4/2009,Sunday,January ,42,25,No Holiday
1/5/2009,Monday,January ,43,38,No Holiday
1/6/2009,Tuesday,January ,38,31,No Holiday
1/7/2009,Wednesday,January ,38,31,No Holiday
1/8/2009,Thursday,January ,38,29,No Holiday
1/9/2009,Friday,January ,32,26,No Holiday
1/10/2009,Saturday,January ,30,23,No Holiday
1/11/2009,Sunday,January ,31,24,No Holiday
1/12/2009,Monday,January ,33,21,No Holiday
1/13/2009,Tuesday,January ,41,28,No Holiday
1/14/2009,Wednesday,January ,36,16,No Holiday
1/15/2009,Thursday,January ,22,15,No Holiday
1/16/2009,Friday,January ,16,9,No Holiday
1/17/2009,Saturday,January ,22,6,No Holiday
1/18/2009,Sunday,January ,35,22,No Holiday
1/19/2009,Monday,January ,33,26,holiday
1/20/2009,Tuesday,January ,29,19,No Holiday
1/21/2009,Wednesday,January ,26,17,No Holiday
1/22/2009,Thursday,January ,37,20,No Holiday
1/23/2009,Friday,January ,47,31,No Holiday
1/24/2009,Saturday,January ,46,17,No Holiday
1/25/2009,Sunday,January ,27,13,No Holiday
1/26/2009,Monday,January ,29,19,No Holiday
1/27/2009,Tuesday,January ,29,25,No Holiday
1/28/2009,Wednesday,January ,41,24,No Holiday
1/29/2009,Thursday,January ,36,26,No Holiday
1/30/2009,Friday,January ,35,26,No Holiday
1/31/2009,Saturday,January ,27,20,No Holiday
2/1/2009,Sunday,February,52,26,No Holiday
2/2/2009,Monday,February,53,34,No Holiday
2/3/2009,Tuesday,February,34,25,No Holiday
2/4/2009,Wednesday,February,30,17,No Holiday
2/5/2009,Thursday,February,23,12,No Holiday
2/6/2009,Friday,February,32,15,No Holiday
2/7/2009,Saturday,February,50,28,No Holiday
2/8/2009,Sunday,February,58,38,No Holiday
2/9/2009,Monday,February,45,33,No Holiday
2/10/2009,Tuesday,February,50,35,No Holiday
2/11/2009,Wednesday,February,65,45,No Holiday
2/12/2009,Thursday,February,57,44,No Holiday
2/13/2009,Friday,February,44,31,No Holiday
2/14/2009,Saturday,February,41,28,No Holiday
2/15/2009,Sunday,February,42,28,No Holiday
2/16/2009,Monday,February,40,28,holiday
2/17/2009,Tuesday,February,40,24,No Holiday
2/18/2009,Wednesday,February,44,32,No Holiday
2/19/2009,Thursday,February,50,27,No Holiday
2/20/2009,Friday,February,33,23,No Holiday
2/21/2009,Saturday,February,42,26,No Holiday
2/22/2009,Sunday,February,44,31,No Holiday
2/23/2009,Monday,February,34,24,No Holiday
2/24/2009,Tuesday,February,37,22,No Holiday
2/25/2009,Wednesday,February,42,24,No Holiday
2/26/2009,Thursday,February,50,35,No Holiday
2/27/2009,Friday,February,61,43,No Holiday
2/28/2009,Saturday,February,54,31,No Holiday
3/1/2009,Sunday,March,36,28,No Holiday
3/2/2009,Monday,March,28,16,No Holiday
3/3/2009,Tuesday,March,26,12,No Holiday
3/4/2009,Wednesday,March,34,18,No Holiday
3/5/2009,Thursday,March,43,28,No Holiday
3/6/2009,Friday,March,55,38,No Holiday
3/7/2009,Saturday,March,70,51,No Holiday
3/8/2009,Sunday,March,64,49,No Holiday
3/9/2009,Monday,March,49,38,No Holiday
3/10/2009,Tuesday,March,47,37,No Holiday
3/11/2009,Wednesday,March,58,41,No Holiday
3/12/2009,Thursday,March,44,32,No Holiday
3/13/2009,Friday,March,40,27,No Holiday
3/14/2009,Saturday,March,51,32,No Holiday
3/15/2009,Sunday,March,51,42,No Holiday
3/16/2009,Monday,March,47,40,No Holiday
3/17/2009,Tuesday,March,55,36,No Holiday
3/18/2009,Wednesday,March,64,41,No Holiday
3/19/2009,Thursday,March,53,42,No Holiday
3/20/2009,Friday,March,46,33,No Holiday
3/21/2009,Saturday,March,49,31,No Holiday
3/22/2009,Sunday,March,54,35,No Holiday
3/23/2009,Monday,March,44,29,No Holiday
3/24/2009,Tuesday,March,50,27,No Holiday
3/25/2009,Wednesday,March,52,35,No Holiday
3/26/2009,Thursday,March,45,42,No Holiday
3/27/2009,Friday,March,63,44,No Holiday
3/28/2009,Saturday,March,58,44,No Holiday
3/29/2009,Sunday,March,52,42,No Holiday
3/30/2009,Monday,March,53,41,No Holiday
3/31/2009,Tuesday,March,60,38,No Holiday
4/1/2009,Wednesday,April,49,43,No Holiday
4/2/2009,Thursday,April,64,44,No Holiday
4/3/2009,Friday,April,61,48,No Holiday
4/4/2009,Saturday,April,54,47,No Holiday
4/5/2009,Sunday,April,65,45,No Holiday
4/6/2009,Monday,April,55,45,No Holiday
4/7/2009,Tuesday,April,49,39,No Holiday
4/8/2009,Wednesday,April,48,35,No Holiday
4/9/2009,Thursday,April,63,41,No Holiday
4/10/2009,Friday,April,59,45,No Holiday
4/11/2009,Saturday,April,50,41,No Holiday
4/12/2009,Sunday,April,49,36,No Holiday
4/13/2009,Monday,April,57,34,No Holiday
4/14/2009,Tuesday,April,52,42,No Holiday
4/15/2009,Wednesday,April,57,42,No Holiday
4/16/2009,Thursday,April,64,44,No Holiday
4/17/2009,Friday,April,71,42,No Holiday
4/18/2009,Saturday,April,79,54,No Holiday
4/19/2009,Sunday,April,63,47,No Holiday
4/20/2009,Monday,April,50,42,No Holiday
4/21/2009,Tuesday,April,59,48,No Holiday
4/22/2009,Wednesday,April,56,47,No Holiday
4/23/2009,Thursday,April,57,43,No Holiday
4/24/2009,Friday,April,72,47,No Holiday
4/25/2009,Saturday,April,88,52,No Holiday
4/26/2009,Sunday,April,92,67,No Holiday
4/27/2009,Monday,April,84,58,No Holiday
4/28/2009,Tuesday,April,90,69,No Holiday
4/29/2009,Wednesday,April,69,49,No Holiday
4/30/2009,Thursday,April,61,48,No Holiday
5/1/2009,Friday,May,71,53,No Holiday
5/2/2009,Saturday,May,68,54,No Holiday
5/3/2009,Sunday,May,60,52,No Holiday
5/4/2009,Monday,May,57,51,No Holiday
5/5/2009,Tuesday,May,54,51,No Holiday
5/6/2009,Wednesday,May,65,49,No Holiday
5/7/2009,Thursday,May,70,51,No Holiday
5/8/2009,Friday,May,74,56,No Holiday
5/9/2009,Saturday,May,76,58,No Holiday
5/10/2009,Sunday,May,70,54,No Holiday
5/11/2009,Monday,May,66,50,No Holiday
5/12/2009,Tuesday,May,69,50,No Holiday
5/13/2009,Wednesday,May,67,49,No Holiday
5/14/2009,Thursday,May,67,56,No Holiday
5/15/2009,Friday,May,76,60,No Holiday
5/16/2009,Saturday,May,71,58,No Holiday
5/17/2009,Sunday,May,66,52,No Holiday
5/18/2009,Monday,May,58,49,No Holiday
5/19/2009,Tuesday,May,69,43,No Holiday
5/20/2009,Wednesday,May,82,52,No Holiday
5/21/2009,Thursday,May,86,60,No Holiday
5/22/2009,Friday,May,84,62,No Holiday
5/23/2009,Saturday,May,73,60,No Holiday
5/24/2009,Sunday,May,83,60,No Holiday
5/25/2009,Monday,May,81,63,holiday
5/26/2009,Tuesday,May,66,53,No Holiday
5/27/2009,Wednesday,May,65,53,No Holiday
5/28/2009,Thursday,May,61,56,No Holiday
5/29/2009,Friday,May,74,55,No Holiday
5/30/2009,Saturday,May,77,60,No Holiday
5/31/2009,Sunday,May,81,57,No Holiday
6/1/2009,Monday,June,71,50,No Holiday
6/2/2009,Tuesday,June,80,61,No Holiday
6/3/2009,Wednesday,June,72,54,No Holiday
6/4/2009,Thursday,June,68,55,No Holiday
6/5/2009,Friday,June,60,55,No Holiday
6/6/2009,Saturday,June,76,57,No Holiday
6/7/2009,Sunday,June,82,63,No Holiday
6/8/2009,Monday,June,75,62,No Holiday
6/9/2009,Tuesday,June,71,60,No Holiday
6/10/2009,Wednesday,June,67,59,No Holiday
6/11/2009,Thursday,June,64,59,No Holiday
6/12/2009,Friday,June,80,62,No Holiday
6/13/2009,Saturday,June,73,61,No Holiday
6/14/2009,Sunday,June,73,58,No Holiday
6/15/2009,Monday,June,72,57,No Holiday
6/16/2009,Tuesday,June,70,56,No Holiday
6/17/2009,Wednesday,June,68,55,No Holiday
6/18/2009,Thursday,June,64,60,No Holiday
6/19/2009,Friday,June,77,63,No Holiday
6/20/2009,Saturday,June,71,63,No Holiday
6/21/2009,Sunday,June,78,63,No Holiday
6/22/2009,Monday,June,75,65,No Holiday
6/23/2009,Tuesday,June,80,66,No Holiday
6/24/2009,Wednesday,June,76,65,No Holiday
6/25/2009,Thursday,June,80,64,No Holiday
6/26/2009,Friday,June,83,64,No Holiday
6/27/2009,Saturday,June,81,63,No Holiday
6/28/2009,Sunday,June,82,64,No Holiday
6/29/2009,Monday,June,81,65,No Holiday
6/30/2009,Tuesday,June,84,65,No Holiday
7/1/2009,Wednesday,July,81,66,No Holiday
7/2/2009,Thursday,July,76,66,No Holiday
7/3/2009,Friday,July,78,65,No Holiday
7/4/2009,Saturday,July,79,66,holiday
7/5/2009,Sunday,July,79,61,No Holiday
7/6/2009,Monday,July,83,63,No Holiday
7/7/2009,Tuesday,July,79,61,No Holiday
7/8/2009,Wednesday,July,77,58,No Holiday
7/9/2009,Thursday,July,73,61,No Holiday
7/10/2009,Friday,July,78,60,No Holiday
7/11/2009,Saturday,July,78,63,No Holiday
7/12/2009,Sunday,July,81,64,No Holiday
7/13/2009,Monday,July,79,61,No Holiday
7/14/2009,Tuesday,July,79,61,No Holiday
7/15/2009,Wednesday,July,82,63,No Holiday
7/16/2009,Thursday,July,84,70,No Holiday
7/17/2009,Friday,July,86,68,No Holiday
7/18/2009,Saturday,July,83,68,No Holiday
7/19/2009,Sunday,July,81,64,No Holiday
7/20/2009,Monday,July,81,67,No Holiday
7/21/2009,Tuesday,July,71,64,No Holiday
7/22/2009,Wednesday,July,82,64,No Holiday
7/23/2009,Thursday,July,77,64,No Holiday
7/24/2009,Friday,July,78,63,No Holiday
7/25/2009,Saturday,July,83,66,No Holiday
7/26/2009,Sunday,July,84,67,No Holiday
7/27/2009,Monday,July,83,68,No Holiday
7/28/2009,Tuesday,July,85,71,No Holiday
7/29/2009,Wednesday,July,83,70,No Holiday
7/30/2009,Thursday,July,85,72,No Holiday
7/31/2009,Friday,July,85,67,No Holiday
8/1/2009,Saturday,August,83,65,No Holiday
8/2/2009,Sunday,August,74,67,No Holiday
8/3/2009,Monday,August,84,70,No Holiday
8/4/2009,Tuesday,August,83,68,No Holiday
8/5/2009,Wednesday,August,85,73,No Holiday
8/6/2009,Thursday,August,77,66,No Holiday
8/7/2009,Friday,August,79,64,No Holiday
8/8/2009,Saturday,August,78,63,No Holiday
8/9/2009,Sunday,August,79,70,No Holiday
8/10/2009,Monday,August,91,68,No Holiday
8/11/2009,Tuesday,August,87,76,No Holiday
8/12/2009,Wednesday,August,79,71,No Holiday
8/13/2009,Thursday,August,72,68,No Holiday
8/14/2009,Friday,August,86,67,No Holiday
8/15/2009,Saturday,August,88,70,No Holiday
8/16/2009,Sunday,August,91,73,No Holiday
8/17/2009,Monday,August,92,75,No Holiday
8/18/2009,Tuesday,August,90,68,No Holiday
8/19/2009,Wednesday,August,90,71,No Holiday
8/20/2009,Thursday,August,89,75,No Holiday
8/21/2009,Friday,August,89,72,No Holiday
8/22/2009,Saturday,August,81,70,No Holiday
8/23/2009,Sunday,August,84,73,No Holiday
8/24/2009,Monday,August,82,69,No Holiday
8/25/2009,Tuesday,August,83,69,No Holiday
8/26/2009,Wednesday,August,85,70,No Holiday
8/27/2009,Thursday,August,78,67,No Holiday
8/28/2009,Friday,August,72,64,No Holiday
8/29/2009,Saturday,August,72,67,No Holiday
8/30/2009,Sunday,August,81,66,No Holiday
8/31/2009,Monday,August,72,62,No Holiday
9/1/2009,Tuesday,September,74,57,No Holiday
9/2/2009,Wednesday,September,77,57,No Holiday
9/3/2009,Thursday,September,78,61,No Holiday
9/4/2009,Friday,September,83,62,No Holiday
9/5/2009,Saturday,September,84,69,No Holiday
9/6/2009,Sunday,September,75,63,No Holiday
9/7/2009,Monday,September,74,60,holiday
9/8/2009,Tuesday,September,74,62,No Holiday
9/9/2009,Wednesday,September,76,63,No Holiday
9/10/2009,Thursday,September,68,60,No Holiday
9/11/2009,Friday,September,66,56,No Holiday
9/12/2009,Saturday,September,67,63,No Holiday
9/13/2009,Sunday,September,79,64,No Holiday
9/14/2009,Monday,September,76,61,No Holiday
9/15/2009,Tuesday,September,78,63,No Holiday
9/16/2009,Wednesday,September,70,63,No Holiday
9/17/2009,Thursday,September,63,55,No Holiday
9/18/2009,Friday,September,74,56,No Holiday
9/19/2009,Saturday,September,70,53,No Holiday
9/20/2009,Sunday,September,73,54,No Holiday
9/21/2009,Monday,September,75,57,No Holiday
9/22/2009,Tuesday,September,73,64,No Holiday
9/23/2009,Wednesday,September,80,69,No Holiday
9/24/2009,Thursday,September,82,66,No Holiday
9/25/2009,Friday,September,69,56,No Holiday
9/26/2009,Saturday,September,67,54,No Holiday
9/27/2009,Sunday,September,68,59,No Holiday
9/28/2009,Monday,September,72,58,No Holiday
9/29/2009,Tuesday,September,66,54,No Holiday
9/30/2009,Wednesday,September,60,49,No Holiday
10/1/2009,Thursday,October,55,47,No Holiday
10/2/2009,Friday,October,64,47,No Holiday
10/3/2009,Saturday,October,70,63,No Holiday
10/4/2009,Sunday,October,74,57,No Holiday
10/5/2009,Monday,October,67,53,No Holiday
10/6/2009,Tuesday,October,66,50,No Holiday
10/7/2009,Wednesday,October,69,57,No Holiday
10/8/2009,Thursday,October,63,52,No Holiday
10/9/2009,Friday,October,69,59,No Holiday
10/10/2009,Saturday,October,66,50,No Holiday
10/11/2009,Sunday,October,64,46,No Holiday
10/12/2009,Monday,October,53,43,holiday
10/13/2009,Tuesday,October,64,46,No Holiday
10/14/2009,Wednesday,October,53,41,No Holiday
10/15/2009,Thursday,October,47,37,No Holiday
10/16/2009,Friday,October,46,37,No Holiday
10/17/2009,Saturday,October,48,42,No Holiday
10/18/2009,Sunday,October,45,41,No Holiday
10/19/2009,Monday,October,55,37,No Holiday
10/20/2009,Tuesday,October,65,45,No Holiday
10/21/2009,Wednesday,October,68,52,No Holiday
10/22/2009,Thursday,October,74,54,No Holiday
10/23/2009,Friday,October,64,49,No Holiday
10/24/2009,Saturday,October,65,53,No Holiday
10/25/2009,Sunday,October,62,51,No Holiday
10/26/2009,Monday,October,60,46,No Holiday
10/27/2009,Tuesday,October,55,50,No Holiday
10/28/2009,Wednesday,October,57,51,No Holiday
10/29/2009,Thursday,October,57,49,No Holiday
10/30/2009,Friday,October,59,52,No Holiday
10/31/2009,Saturday,October,71,55,No Holiday
11/1/2009,Sunday,November,58,49,No Holiday
11/2/2009,Monday,November,55,46,No Holiday
11/3/2009,Tuesday,November,60,43,No Holiday
11/4/2009,Wednesday,November,52,41,No Holiday
11/5/2009,Thursday,November,53,42,No Holiday
11/6/2009,Friday,November,50,37,No Holiday
11/7/2009,Saturday,November,53,35,No Holiday
11/8/2009,Sunday,November,69,47,No Holiday
11/9/2009,Monday,November,67,49,No Holiday
11/10/2009,Tuesday,November,65,56,No Holiday
11/11/2009,Wednesday,November,57,48,holiday
11/12/2009,Thursday,November,50,45,No Holiday
11/13/2009,Friday,November,55,48,No Holiday
11/14/2009,Saturday,November,57,52,No Holiday
11/15/2009,Sunday,November,66,54,No Holiday
11/16/2009,Monday,November,59,49,No Holiday
11/17/2009,Tuesday,November,55,46,No Holiday
11/18/2009,Wednesday,November,53,42,No Holiday
11/19/2009,Thursday,November,59,47,No Holiday
11/20/2009,Friday,November,61,48,No Holiday
11/21/2009,Saturday,November,57,46,No Holiday
11/22/2009,Sunday,November,55,45,No Holiday
11/23/2009,Monday,November,50,44,No Holiday
11/24/2009,Tuesday,November,58,48,No Holiday
11/25/2009,Wednesday,November,51,49,No Holiday
11/26/2009,Thursday,November,57,50,holiday
11/27/2009,Friday,November,50,43,No Holiday
11/28/2009,Saturday,November,50,42,No Holiday
11/29/2009,Sunday,November,59,39,No Holiday
11/30/2009,Monday,November,57,40,No Holiday
12/1/2009,Tuesday,December,47,35,No Holiday
12/2/2009,Wednesday,December,56,41,No Holiday
12/3/2009,Thursday,December,66,49,No Holiday
12/4/2009,Friday,December,52,44,No Holiday
12/5/2009,Saturday,December,45,33,No Holiday
12/6/2009,Sunday,December,38,33,No Holiday
12/7/2009,Monday,December,39,32,No Holiday
12/8/2009,Tuesday,December,44,34,No Holiday
12/9/2009,Wednesday,December,53,33,No Holiday
12/10/2009,Thursday,December,46,27,No Holiday
12/11/2009,Friday,December,29,21,No Holiday
12/12/2009,Saturday,December,37,25,No Holiday
12/13/2009,Sunday,December,52,34,No Holiday
12/14/2009,Monday,December,46,40,No Holiday
12/15/2009,Tuesday,December,52,42,No Holiday
12/16/2009,Wednesday,December,42,28,No Holiday
12/17/2009,Thursday,December,31,20,No Holiday
12/18/2009,Friday,December,30,16,No Holiday
12/19/2009,Saturday,December,30,21,No Holiday
12/20/2009,Sunday,December,34,21,No Holiday
12/21/2009,Monday,December,36,28,No Holiday
12/22/2009,Tuesday,December,36,23,No Holiday
12/23/2009,Wednesday,December,30,20,No Holiday
12/24/2009,Thursday,December,39,24,No Holiday
12/25/2009,Friday,December,38,33,holiday
12/26/2009,Saturday,December,54,37,No Holiday
12/27/2009,Sunday,December,55,40,No Holiday
12/28/2009,Monday,December,43,30,No Holiday
12/29/2009,Tuesday,December,31,16,No Holiday
12/30/2009,Wednesday,December,32,19,No Holiday
12/31/2009,Thursday,December,35,29,No Holiday
1/1/2010,Friday,January ,40,33,holiday
1/2/2010,Saturday,January ,34,17,No Holiday
1/3/2010,Sunday,January ,22,17,No Holiday
1/4/2010,Monday,January ,30,19,No Holiday
1/5/2010,Tuesday,January ,30,20,No Holiday
1/6/2010,Wednesday,January ,34,26,No Holiday
1/7/2010,Thursday,January ,37,30,No Holiday
1/8/2010,Friday,January ,33,23,No Holiday
1/9/2010,Saturday,January ,30,18,No Holiday
1/10/2010,Sunday,January ,28,14,No Holiday
1/11/2010,Monday,January ,31,21,No Holiday
1/12/2010,Tuesday,January ,35,24,No Holiday
1/13/2010,Wednesday,January ,35,24,No Holiday
1/14/2010,Thursday,January ,42,30,No Holiday
1/15/2010,Friday,January ,50,35,No Holiday
1/16/2010,Saturday,January ,49,38,No Holiday
1/17/2010,Sunday,January ,46,35,No Holiday
1/18/2010,Monday,January ,50,37,holiday
1/19/2010,Tuesday,January ,48,40,No Holiday
1/20/2010,Wednesday,January ,41,34,No Holiday
1/21/2010,Thursday,January ,41,31,No Holiday
1/22/2010,Friday,January ,44,32,No Holiday
1/23/2010,Saturday,January ,40,28,No Holiday
1/24/2010,Sunday,January ,50,32,No Holiday
1/25/2010,Monday,January ,57,49,No Holiday
1/26/2010,Tuesday,January ,49,35,No Holiday
1/27/2010,Wednesday,January ,39,31,No Holiday
1/28/2010,Thursday,January ,42,20,No Holiday
1/29/2010,Friday,January ,23,16,No Holiday
1/30/2010,Saturday,January ,20,13,No Holiday
1/31/2010,Sunday,January ,30,14,No Holiday
2/1/2010,Monday,February,35,25,No Holiday
2/2/2010,Tuesday,February,33,27,No Holiday
2/3/2010,Wednesday,February,39,29,No Holiday
2/4/2010,Thursday,February,37,28,No Holiday
2/5/2010,Friday,February,36,29,No Holiday
2/6/2010,Saturday,February,33,20,No Holiday
2/7/2010,Sunday,February,34,17,No Holiday
2/8/2010,Monday,February,37,23,No Holiday
2/9/2010,Tuesday,February,42,28,No Holiday
2/10/2010,Wednesday,February,34,30,No Holiday
2/11/2010,Thursday,February,37,28,No Holiday
2/12/2010,Friday,February,37,26,No Holiday
2/13/2010,Saturday,February,32,24,No Holiday
2/14/2010,Sunday,February,39,28,No Holiday
2/15/2010,Monday,February,40,27,holiday
2/16/2010,Tuesday,February,33,29,No Holiday
2/17/2010,Wednesday,February,35,26,No Holiday
2/18/2010,Thursday,February,40,32,No Holiday
2/19/2010,Friday,February,43,35,No Holiday
2/20/2010,Saturday,February,44,35,No Holiday
2/21/2010,Sunday,February,46,33,No Holiday
2/22/2010,Monday,February,45,29,No Holiday
2/23/2010,Tuesday,February,38,35,No Holiday
2/24/2010,Wednesday,February,42,36,No Holiday
2/25/2010,Thursday,February,38,27,No Holiday
2/26/2010,Friday,February,33,26,No Holiday
2/27/2010,Saturday,February,38,29,No Holiday
2/28/2010,Sunday,February,40,33,No Holiday
3/1/2010,Monday,March,48,36,No Holiday
3/2/2010,Tuesday,March,47,36,No Holiday
3/3/2010,Wednesday,March,41,34,No Holiday
3/4/2010,Thursday,March,47,35,No Holiday
3/5/2010,Friday,March,49,34,No Holiday
3/6/2010,Saturday,March,54,32,No Holiday
3/7/2010,Sunday,March,57,37,No Holiday
3/8/2010,Monday,March,61,41,No Holiday
3/9/2010,Tuesday,March,61,44,No Holiday
3/10/2010,Wednesday,March,57,44,No Holiday
3/11/2010,Thursday,March,53,42,No Holiday
3/12/2010,Friday,March,43,39,No Holiday
3/13/2010,Saturday,March,46,38,No Holiday
3/14/2010,Sunday,March,50,43,No Holiday
3/15/2010,Monday,March,46,41,No Holiday
3/16/2010,Tuesday,March,63,41,No Holiday
3/17/2010,Wednesday,March,66,43,No Holiday
3/18/2010,Thursday,March,69,50,No Holiday
3/19/2010,Friday,March,72,49,No Holiday
3/20/2010,Saturday,March,74,54,No Holiday
3/21/2010,Sunday,March,64,51,No Holiday
3/22/2010,Monday,March,57,50,No Holiday
3/23/2010,Tuesday,March,53,45,No Holiday
3/24/2010,Wednesday,March,60,43,No Holiday
3/25/2010,Thursday,March,62,48,No Holiday
3/26/2010,Friday,March,52,34,No Holiday
3/27/2010,Saturday,March,44,29,No Holiday
3/28/2010,Sunday,March,49,36,No Holiday
3/29/2010,Monday,March,53,48,No Holiday
3/30/2010,Tuesday,March,50,41,No Holiday
3/31/2010,Wednesday,March,57,45,No Holiday
4/1/2010,Thursday,April,70,48,No Holiday
4/2/2010,Friday,April,68,48,No Holiday
4/3/2010,Saturday,April,67,47,No Holiday
4/4/2010,Sunday,April,76,47,No Holiday
4/5/2010,Monday,April,75,56,No Holiday
4/6/2010,Tuesday,April,78,58,No Holiday
4/7/2010,Wednesday,April,92,56,No Holiday
4/8/2010,Thursday,April,80,64,No Holiday
4/9/2010,Friday,April,68,44,No Holiday
4/10/2010,Saturday,April,62,42,No Holiday
4/11/2010,Sunday,April,76,52,No Holiday
4/12/2010,Monday,April,67,52,No Holiday
4/13/2010,Tuesday,April,56,47,No Holiday
4/14/2010,Wednesday,April,67,45,No Holiday
4/15/2010,Thursday,April,73,50,No Holiday
4/16/2010,Friday,April,57,46,No Holiday
4/17/2010,Saturday,April,54,46,No Holiday
4/18/2010,Sunday,April,57,42,No Holiday
4/19/2010,Monday,April,63,46,No Holiday
4/20/2010,Tuesday,April,70,47,No Holiday
4/21/2010,Wednesday,April,69,53,No Holiday
4/22/2010,Thursday,April,72,51,No Holiday
4/23/2010,Friday,April,68,44,No Holiday
4/24/2010,Saturday,April,68,46,No Holiday
4/25/2010,Sunday,April,52,46,No Holiday
4/26/2010,Monday,April,53,48,No Holiday
4/27/2010,Tuesday,April,58,41,No Holiday
4/28/2010,Wednesday,April,56,40,No Holiday
4/29/2010,Thursday,April,69,45,No Holiday
4/30/2010,Friday,April,78,56,No Holiday
5/1/2010,Saturday,May,85,64,No Holiday
5/2/2010,Sunday,May,88,66,No Holiday
5/3/2010,Monday,May,80,67,No Holiday
5/4/2010,Tuesday,May,81,62,No Holiday
5/5/2010,Wednesday,May,80,58,No Holiday
5/6/2010,Thursday,May,78,59,No Holiday
5/7/2010,Friday,May,73,52,No Holiday
5/8/2010,Saturday,May,76,49,No Holiday
5/9/2010,Sunday,May,52,44,No Holiday
5/10/2010,Monday,May,61,41,No Holiday
5/11/2010,Tuesday,May,56,43,No Holiday
5/12/2010,Wednesday,May,48,44,No Holiday
5/13/2010,Thursday,May,67,43,No Holiday
5/14/2010,Friday,May,80,55,No Holiday
5/15/2010,Saturday,May,73,60,No Holiday
5/16/2010,Sunday,May,72,54,No Holiday
5/17/2010,Monday,May,74,55,No Holiday
5/18/2010,Tuesday,May,62,50,No Holiday
5/19/2010,Wednesday,May,64,50,No Holiday
5/20/2010,Thursday,May,79,55,No Holiday
5/21/2010,Friday,May,85,61,No Holiday
5/22/2010,Saturday,May,74,57,No Holiday
5/23/2010,Sunday,May,71,58,No Holiday
5/24/2010,Monday,May,73,60,No Holiday
5/25/2010,Tuesday,May,82,61,No Holiday
5/26/2010,Wednesday,May,92,65,No Holiday
5/27/2010,Thursday,May,83,55,No Holiday
5/28/2010,Friday,May,70,56,No Holiday
5/29/2010,Saturday,May,77,61,No Holiday
5/30/2010,Sunday,May,84,67,No Holiday
5/31/2010,Monday,May,86,69,holiday
6/1/2010,Tuesday,June,85,66,No Holiday
6/2/2010,Wednesday,June,87,67,No Holiday
6/3/2010,Thursday,June,87,67,No Holiday
6/4/2010,Friday,June,88,72,No Holiday
6/5/2010,Saturday,June,88,76,No Holiday
6/6/2010,Sunday,June,89,61,No Holiday
6/7/2010,Monday,June,75,57,No Holiday
6/8/2010,Tuesday,June,75,58,No Holiday
6/9/2010,Wednesday,June,68,57,No Holiday
6/10/2010,Thursday,June,74,58,No Holiday
6/11/2010,Friday,June,71,58,No Holiday
6/12/2010,Saturday,June,79,61,No Holiday
6/13/2010,Sunday,June,78,65,No Holiday
6/14/2010,Monday,June,79,64,No Holiday
6/15/2010,Tuesday,June,81,64,No Holiday
6/16/2010,Wednesday,June,75,64,No Holiday
6/17/2010,Thursday,June,74,65,No Holiday
6/18/2010,Friday,June,86,60,No Holiday
6/19/2010,Saturday,June,81,64,No Holiday
6/20/2010,Sunday,June,89,71,No Holiday
6/21/2010,Monday,June,87,71,No Holiday
6/22/2010,Tuesday,June,87,71,No Holiday
6/23/2010,Wednesday,June,89,71,No Holiday
6/24/2010,Thursday,June,92,76,No Holiday
6/25/2010,Friday,June,87,71,No Holiday
6/26/2010,Saturday,June,89,71,No Holiday
6/27/2010,Sunday,June,91,71,No Holiday
6/28/2010,Monday,June,93,76,No Holiday
6/29/2010,Tuesday,June,91,70,No Holiday
6/30/2010,Wednesday,June,79,62,No Holiday
7/1/2010,Thursday,July,77,62,No Holiday
7/2/2010,Friday,July,82,61,No Holiday
7/3/2010,Saturday,July,89,65,No Holiday
7/4/2010,Sunday,July,96,73,holiday
7/5/2010,Monday,July,99,76,No Holiday
7/6/2010,Tuesday,July,103,81,No Holiday
7/7/2010,Wednesday,July,100,80,No Holiday
7/8/2010,Thursday,July,89,77,No Holiday
7/9/2010,Friday,July,90,75,No Holiday
7/10/2010,Saturday,July,83,73,No Holiday
7/11/2010,Sunday,July,94,71,No Holiday
7/12/2010,Monday,July,94,73,No Holiday
7/13/2010,Tuesday,July,83,73,No Holiday
7/14/2010,Wednesday,July,79,73,No Holiday
7/15/2010,Thursday,July,87,72,No Holiday
7/16/2010,Friday,July,93,74,No Holiday
7/17/2010,Saturday,July,94,76,No Holiday
7/18/2010,Sunday,July,94,78,No Holiday
7/19/2010,Monday,July,92,72,No Holiday
7/20/2010,Tuesday,July,89,74,No Holiday
7/21/2010,Wednesday,July,93,76,No Holiday
7/22/2010,Thursday,July,90,74,No Holiday
7/23/2010,Friday,July,87,73,No Holiday
7/24/2010,Saturday,July,97,80,No Holiday
7/25/2010,Sunday,July,93,70,No Holiday
